0,0.16822919018681318
1,0.1682272563803419
2,0.16822941267114366
3,0.16823250395645098
4,0.16822892789865693
5,0.16823162223626376
6,0.16822805262393165
7,0.1682318938966219
8,0.1682323611017501
9,0.1682332925873016
10,0.16823284353154255
11,0.16823773806898656
12,0.16823565262230364
13,0.16823445006186405
14,0.1682358188966219
15,0.16824098684615385
16,0.168236120998372
17,0.168242100999593
18,0.16823928664082216
19,0.1682376479070004
20,0.16824075265974767
21,0.16824291304619454
22,0.1682404815873016
23,0.16824163789072039
24,0.16824192770024418
25,0.168242628507733
26,0.16824174386039886
27,0.16823908114041514
28,0.1682413433980464
29,0.1682416185704111
30,0.16824072572954824
31,0.16824201552035
32,0.16824373973137977
33,0.16824141540984938
34,0.16824029072344324
35,0.16824099387220187
36,0.1682419505343915
37,0.16824275145746845
38,0.16823995349430199
39,0.16824015255107852
40,0.16824059926556775
41,0.1682407550022385
42,0.16824256176495728
43,0.1682414552224257
44,0.1682392638074888
45,0.16824088848921448
46,0.16823902083719985
47,0.16824075031461133
48,0.16823867657997557
